EPPLER 330 AIRFOIL
1.0000         0
0.9963    0.0001
0.9857    0.0005
0.9688    0.0017
0.9461    0.0034
0.9178    0.0055
0.8841    0.0082
0.8456    0.0117
0.8030    0.0161
0.7570    0.0213
0.7083    0.0273
0.6576    0.0338
0.6058    0.0407
0.5535    0.0477
0.5013    0.0545
0.4499    0.0607
0.3999    0.0663
0.3518    0.0707
0.3058    0.0738
0.2626    0.0753
0.2221    0.0749
0.1845    0.0727
0.1499    0.0688
0.1185    0.0632
0.0903    0.0564
0.0657    0.0485
0.0448    0.0399
0.0277    0.0308
0.0147    0.0215
0.0057    0.0125
0.0009    0.0043
0.0002    0.0019
0         0 
0.0000   -0.0006
0.0001   -0.0012
0.0002   -0.0018
0.0004   -0.0022
0.0007   -0.0027
0.0011   -0.0032
0.0016   -0.0036
0.0027   -0.0045
0.0042   -0.0054
0.0068   -0.0067
0.0189   -0.0110
0.0367   -0.0150
0.0600   -0.0186
0.0883   -0.0219
0.1215   -0.0249
0.1691   -0.0278
0.2005   -0.0306
0.2451   -0.0334
0.2922   -0.0359
0.3413   -0.0381
0.3920   -0.0399
0.4435   -0.0412
0.4955   -0.0419
0.5473   -0.0421
0.5984   -0.0416
0.6483   -0.0406
0.6963   -0.0390
0.7420   -0.0367
0.7849   -0.0338
0.8244   -0.0301
0.8606   -0.0254
0.8936   -0.0199
0.9233   -0.0144
0.9489   -0.0095
0.9700   -0.0053
0.9861   -0.0022
0.9964   -0.0005
1.0000         0
